department,program,lib_link,year,thesis_in_that_year,thesis_link,pdf_link,data_dict
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1318698,http://www.etd.ceu.edu/2018/lanczi_peter.pdf ,"{'Author': 'Lánczi, Péter', 'Title': 'Come if you are good : an empirical evidence on personalised mails in the Hungarian extracurricular sector / Péter Lánczi', 'Published': 'Budapest : Central European University, 2018', 'Description': '47 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/3', 'Language': 'English', 'Summary': 'The aim of this thesis is to contribute with some statistical evidence to the growing literature showing that personalised e-mails are more effectively galvanizing actions than pure informative ones. My hypothesis has been that receiving an e-mail with the name of the recipient in the heading creates an “inappropriately” large reaction. With implementing a field experiment in a secondary school programme of a Hungarian extracurricular institution, I investigate whether students are more likely visiting events if personalised mails are received.I find that in the first round of the experiment, the participation rate is 9 percentage points higher among those who received an invitation letter with their name on the headings. I also examine an alternative mailing technique, in which the results are not different significantly from the standard personalised letters or the control group either. Due to the randomised controlled trial methodology, the internal validity of my research is quite high. The research work in my thesis could be extended by better measurement i.e., by assessing whether students actually read those mails, and not just receive it. Despite the unique population, I think this work may contribute to the broader policy implementation of personalised mails.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1534k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399965,http://www.etd.ceu.edu/2018/gomes_mario.pdf ,"{'Author': 'Dos Santos Gomes, Mario Luis', 'Title': 'Containing bond spreads : do fiscal rules matter in emerging markets? / Mario Luis Dos Santos Gomes', 'Published': 'Budapest : Central European University, 2018', 'Description': '58 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/17', 'Language': 'English', 'Summary': 'In the last 20 years, an increasing number of emerging countries have adopted numerical fiscal rules, as a way to promote fiscal discipline and build credibility with the market. Nevertheless, while the empirical literature on how fiscal rules can help countries achieve better fiscal outcomes has grown in the period, it remains an open question if the market actually does take in consideration the existence and stringency of fiscal rules when defining the risk premium of emerging economies. In this study, we argue that, due to the nature of fiscal rules, they are not an indicator internalized by investors when assessing a countryâ€™s default risk. Counting with a unique index to measure Fiscal Rules Strength across 14 emerging economies, we investigate what part does the strength of fiscal rules play in defining sovereign bond spreads. Using panel data from 1998 to 2014, we were able to confirm that strengthening fiscal rules has no direct effect on spreads. However, we also uncovered that stronger fiscal rules make a small difference when a country faces changes in other fundamentals. First, they can have a dampening effect on how much spreads increase in times of deteriorating debt. Second, they can increment the negative effect that accumulating Reserves has on spreads. Both effects are small, but statistically significant.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1774k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399992,http://www.etd.ceu.edu/2018/pitia_modi.pdf ,"{'Author': 'Pitia, Modi Denis Elikana', 'Title': 'Could lack Of Central Bank independency result into hyperinflation case study : South Sudan  / Modi Denis Elikana Pitia', 'Published': 'Budapest : Central European University, 2018', 'Description': '70 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/33', 'Language': 'English', 'Summary': 'South Sudan is one of the newest country in the globe and Africaâ€™s 55th nation that got its independence on 9, July 2011 after a long civil war that lasted for more than twenty-five years. After gaining independence South Sudan economy has been faced with a number of challenges as the government tries to implement its development objectives. On 11 November 2013, the Central Bank of South Sudan made changes to its official exchange rate which was initially pegged to United States dollar by devaluing its currency by 42% and further by 84% in 2015. This act resulted into general increase in the prices of goods and services since the country is import dependent to a large extent. This research paper will try to understand whether the currency devaluation could be a lead cause towards the increased inflation and even hyperinflation in the country. Secondly, the research will also try to investigate the extent to which Central Bank is independent and how the lack of independence helped the emergence of hyperinflation in South Sudan. The research will also try to analyze the inflationary historical aspects of the East African region based on the precolonial and postcolonial times so as to examine other factors that might have caused inflation in the region while addressing the economic growth challenges. The research will also take into consideration a theoretical overview of Sudan and South Sudan economy before and after independence since these two countries were once one. The research paper will finally draw conclusion from different views while trying to investigate the impact of Central Bank independence and currency devaluation in relation to causes of hyperinflation in South Sudan. Suggested policy recommendation will be provided for policy makers.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1814k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399995,http://www.etd.ceu.edu/2018/tulegenov_kairat.pdf ,"{'Author': 'Tulegenov, Kairat', 'Title': ""Credit valuation adjustment wrong way risk : comparison of Hull-White's wrong way risk model with the Ruiz et al.'s model / Kairat Tulegenov"", 'Published': 'Budapest : Central European University, 2018', 'Description': '48 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/36', 'Language': 'English', 'Summary': ""In this paper, the performance of two credit valuation adjustment (CVA) wrong way risk models were compared: Hull-White wrong way risk and Ruiz et al.'s model. In addition, performance of the models were compared to no wrong way risk credit valuation adjustment model. To capture high correlation between exposure and probability of default of the counterparty Russian Financial Crisis period (2014-2017) is considered in calibration of these two models. The effect of CVA wrong way risk was considered on cross currency swap with four up to ten year maturities. For Ruiz et al.'s model exchange rate is taken as a market factor which drives positive correlation between hazard rate and exposure. On the stressed calibration of these two models Hull-White wrong way risk model always outperform Ruiz et al.'s model. Hull-White wrong way risk model shows higher CVA values as it captures indirectly positive correlation between exposure and probability of default through other market factors."", 'Note': 'Degree: MA', 'File Type': 'PDF file (3152k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1410972,http://www.etd.ceu.edu/2018/demeter_melinda.pdf ,"{'Author': 'Demeter, Melinda', 'Title': 'Daily gelato demand prediction for artisan shops / Melinda Demeter', 'Published': 'Budapest : Central European University, 2018', 'Description': '10 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/52', 'Language': 'English', 'Summary': 'This Capstone project in Business Analytics aims to determine the most important (non-economic) factors that affect the gelato sales of artisan gelato shops (parlours) in Hungary. To study this, Linear regression and Machine Learning based models have been built, based on sales data obtained from shops located in different municipalities of Hungary.', 'Note': 'Degree: MSc', 'File Type': 'PDF file (346k)', 'Local note': 'ETD', 'Access': 'Capstone  project', 'System Det': 'Unrestricted'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1410975,http://www.etd.ceu.edu/2018/papp_roland.pdf ,"{'Author': 'Papp, Roland', 'Title': 'Data driven HR at Magyar Telekom / Roland Papp', 'Published': 'Budapest : Central European University, 2018', 'Description': '10 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/43', 'Language': 'English', 'Summary': 'I was headhunted by Magyar Telekom NyRT. to join the direct team of the CHRO as HR Analytics Senior Manager. I supported various projects with the aim of transforming HR to become data-driven.', 'Note': 'Degree: MSc', 'File Type': 'PDF file (85k)', 'Local note': 'ETD', 'Access': 'Capstone  project', 'System Det': 'Unrestricted'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399978,http://www.etd.ceu.edu/2018/lukacs_erika.pdf ,"{'Author': 'Lukács, Erika', 'Title': 'The determinants of part-time employment in the European Union : econometric analysis on NUTS 2 regional data / Erika Lukács', 'Published': 'Budapest : Central European University, 2018', 'Description': '45 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/22', 'Language': 'English', 'Summary': 'In my thesis, I examine the determinants of part-time employment rate focusing on the impact of transport infrastructure and the wage rate. I perform the econometric analysis using First Differences and Fixed Effects models on NUTS 2 regional level panel data from the last two decades for all the EU regions. Results show that road density has positive and significant impact on the part-time employment rate. In contrast, there seems to be no significant effect in case of motorway and railway line density. Hourly wage also does not impact part-time rate; however, the effect of gender pay gap is negative. I find negative impact in case of usual male working hours as well. Furthermore, an extensive childcare system seems to contribute positively to the development of part-time employment rate.', 'Note': 'Degree: MA', 'File Type': 'PDF file (914k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1411260,http://www.etd.ceu.edu/2019/lazar_benedek.pdf ,"{'Author': 'Lazar, Benedek', 'Title': 'Developing a financial model for Supp.li for European expansion : Settlement Act advisory 2015 at Deloitte / Benedek Lazar', 'Published': 'Budapest : Central European University, 2018', 'Description': '11 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/50', 'Language': 'English', 'Summary': 'I had 3 main tasks during the project. The first was to pick the right place in Europe where Supp.li can expand and start its business. The second is to create a financial model with my colleagues, which was considering all the risks and variables, will help Supp.li to produce a profitable financial plan. And thirdly, if the company grows in line with the expected forecasts, how can it sell this company to a larger company doing such purchases.', 'Note': 'Degree: MSc', 'File Type': 'PDF file (354k)', 'Local note': 'ETD', 'Access': 'Capstone  project', 'System Det': 'Unrestricted'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399991,http://www.etd.ceu.edu/2018/pavelka_alexandra.pdf ,"{'Author': 'Pavelka, Alexandra', 'Title': 'Did monetary transmission mechanism change in Hungary after the risis? : evidence from different SVAR models before and after 2008 / Alexandra Pavelka', 'Published': 'Budapest : Central European University, 2018', 'Description': '46 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/32', 'Language': 'English', 'Summary': 'This thesis is part of the Hungarian transmission mechanism literature. There is a more comprehensive research material on the transmission mechanism before the crisis than after the crisis. I aim to contribute to the latter part. The hypothesis is that the transmission mechanism changed. I used SVAR approach to create impulse responses for a monetary policy shock. In addition to the existing literature, I use same models in separate samples before (2000M1-2008M7) and after (2008M8-2018M2) the crisis. I used contemporaneous restrictions on the covariance matrix and sign restriction on impulse responses identification approaches as well, to see if the results are robust to identification techniques. Both estimation show that the effects of a monetary contraction are different in the two samples, which lead to the conclusion that there was a change in the transmission mechanism. The results are in line with the theory of decreased slope of the Philips curve (Blanchard, 2014): the output responds more, the inflation responds less to a monetary tightening. If interest rate policy aims to decrease inflation, there is bigger “growth” price to pay than before the crisis. Output, liquidity and exchange rate responded stronger to a policy intervention after the crisis, which means transmission channels of monetary policy improved.', 'Note': 'Degree: MA', 'File Type': 'PDF file (846k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1411256,http://www.etd.ceu.edu/2019/cretella_lucia.pdf ,"{'Author': 'Cretella, Lucia Caterina', 'Title': 'The digital transformation of MKB Bank and its journey / Lucia Caterina Cretella', 'Published': 'Budapest : Central European University, 2018', 'Description': '10 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/46', 'Subject': 'Capstone  project', 'Language': 'English', 'Summary': ""The document describes the Transformation process that MKB Bank undertook between 2015 and 2018. The project had two major phases wherein the first one is process-centric, whereas the second phase was a more IT related part. Both are presented in detail, with particular regard to the author's experience in the latter part. Finally change management aspects and lessons learned are also presented as a reflection of the endeavour."", 'Note': 'Degree: MSc', 'File Type': 'PDF file (580k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399984,http://www.etd.ceu.edu/2018/may_anna.pdf ,"{'Author': 'May, Anna', 'Title': 'Dissecting the gender gap in entrepreneurial ambitions and success : evidence from crowfunding / Anna May', 'Published': 'Budapest : Central European University, 2018', 'Description': '73 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/26', 'Language': 'English', 'Summary': ""Despite the growing number of women-owned businesses, women still lack equal opportunities for raising external capital. An alternative form of traditional private equity sources, crowdfunding, is expected to democratize access to capital: the transparent nature of online crowdfunding marketplaces might mitigate the effect of discrimination and biased social structures against women and minorities. In my thesis, I seek to examine which parts of the gender gap in entrepreneurial participation and success can be closed by using this new form of financing, and what are the characteristics of crowdfunding platforms that can be adopted by venture capitalist and business angels to make their decisions more equitable. I analyze the gender differences in risk-taking and domain choice of entrepreneurs through examining more than 15 thousand product development projects initiated on the largest reward-based crowdfunding website, Kickstarter. I find no gender difference in risk-taking and success in terms of setting and reaching the desired target amount, but I find that men collect/receive more premium over their goal. Using topic modelling on the textual descriptions of the campaigns, I show that women and men engage in different fields, and women tend to choose less lucrative domains. Domain choice explains a substantial part of the gender gap in premium on Kickstarter. Based on these findings, as a first step towards narrowing the gender gap in access to capital, traditional sources of financing should adapt more transparent and equitable policies as seen on crowdfunding platforms. However, for long term change, regulators need to take into account deeper underlying social structures that affect men and women's domain choices and that cannot be addressed solely by changing entrepreneurship policies."", 'Note': 'Degree: MA', 'File Type': 'PDF file (1031k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399994,http://www.etd.ceu.edu/2018/szinvai_levente.pdf ,"{'Author': 'Szinvai, Levente', 'Title': 'Do incentives affect productivity? : evidence from the Hungarian telecommunications industry / Levente Szinvai', 'Published': 'Budapest : Central European University, 2018', 'Description': '32 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/35', 'Language': 'English', 'Summary': 'This thesis investigates the effect of a change in the reward scheme on the performance of the employees. The research is based on a policy change which increased the guaranteed wage minimum in Hungary in January 2017 and looks into the response of a Hungarian telecommunications company. In the methodology of the thesis panel data methods are used, namely Pooled OLS, and first differences methods as well as binary outcome models. In line with the previous literature I find that there was a drop in performance, even though not all results point in this direction. Furthermore, I find that there is no difference between the performance of those who left the company and those who stayed after the policy change. This thesis contributes to the literature on organizational economics by investigating the effect of a change in the proportion of the performance related payment instead of a change from fixed salary to piece-rate.', 'Note': 'Degree: MA', 'File Type': 'PDF file (570k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2018,2018,52,https://sierra.ceu.edu/record=b1399989,http://www.etd.ceu.edu/2018/palvolgyi_zsigmond.pdf ,"{'Author': 'Pálvölgyi, Zsigmond', 'Title': ""The effect of volunteering on women's wages : evidence from the United States / Zsigmond Pálvölgyi"", 'Published': 'Budapest : Central European University, 2018', 'Description': '49 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2018/31', 'Language': 'English', 'Summary': 'This thesis estimates the wage return of volunteer work among women in the United States. Counter to previous comparable estimations for the US, my identification strategy can handle the highly endogenous motive of self-selection into volunteer work using information of precipitation. I identify local average treatment effects (LATE) using state-level variation of precipitation as an instrument, which creates exogeneous variation among individuals at different states in their volunteer labor supply. I find that precipitation’s effect on volunteer activity is heterogenous across the United States, since it mostly affects compliers at those states which are classified with snow climates. Because of the huge regional wage differences in these states, I show that the use of nominal wages as a dependent variable violates the independence assumption of the LATE estimation and downward biases the estimation results, while the use of living-cost-adjusted wages can eliminate this bias. My results show no evidence of significant wage returns of volunteer activity among compliers; however, the characterization of compliers shows that they are weakly attached to the labor market.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1132k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
